index, AvgSSIM, MinSSIM
0, 0.998152, 0.992033
1, 0.994496, 0.979403
2, 0.991475, 0.967347
3, 0.989789, 0.959384
4, 0.989096, 0.957173
5, 0.988679, 0.954813
6, 0.988455, 0.951956
7, 0.988443, 0.950695
8, 0.988385, 0.951277
9, 0.988323, 0.950461
10, 0.988306, 0.949987
11, 0.988537, 0.948481
12, 0.98844, 0.946763
13, 0.988708, 0.946735
14, 0.988795, 0.944827
15, 0.988599, 0.9418
16, 0.988388, 0.939236
17, 0.988255, 0.935508
18, 0.988032, 0.934184
19, 0.987783, 0.931963
20, 0.987705, 0.931104
21, 0.987834, 0.932472
22, 0.988256, 0.935986
23, 0.988594, 0.937993
24, 0.988853, 0.939095
25, 0.988877, 0.941157
26, 0.988773, 0.941568
27, 0.988821, 0.944219
28, 0.988667, 0.942531
29, 0.988824, 0.942226
30, 0.988923, 0.942039
31, 0.989162, 0.937865
32, 0.988932, 0.932863
33, 0.988607, 0.929841
34, 0.988134, 0.92486
35, 0.988295, 0.928183
36, 0.98878, 0.934616
37, 0.989249, 0.939519
38, 0.989428, 0.943592
39, 0.989745, 0.946657
40, 0.990244, 0.9497
41, 0.990562, 0.951873
42, 0.990582, 0.952876
43, 0.990804, 0.954147
44, 0.990853, 0.955827
45, 0.991254, 0.958559
46, 0.99152, 0.955692
47, 0.991537, 0.952387
48, 0.991218, 0.954025
49, 0.991129, 0.949084
50, 0.991169, 0.944018
51, 0.99159, 0.936288
52, 0.991941, 0.92857
53, 0.992165, 0.922234
54, 0.992631, 0.928226
55, 0.993604, 0.937031
56, 0.994223, 0.943902
57, 0.994915, 0.9509
58, 0.995446, 0.959249
59, 0.995658, 0.961834
60, 0.995865, 0.962992
61, 0.99584, 0.964634
62, 0.995877, 0.965494
63, 0.996013, 0.968246
64, 0.996233, 0.969256
65, 0.996848, 0.973075
66, 0.997048, 0.977133
67, 0.997151, 0.976726
68, 0.997184, 0.973035
69, 0.9972, 0.969221
70, 0.997686, 0.974001
71, 0.998404, 0.983317
72, 0.998787, 0.985708
73, 0.99899, 0.986378
74, 0.99919, 0.988571
75, 0.99931, 0.988379
76, 0.999278, 0.987652
77, 0.999184, 0.986199
78, 0.999064, 0.98578
79, 0.9989, 0.984862
80, 0.998855, 0.984071
81, 0.998899, 0.9851
82, 0.999072, 0.987734
83, 0.999309, 0.990614
84, 0.999516, 0.99284
85, 0.99957, 0.993664
86, 0.999549, 0.993797
87, 0.999387, 0.992764
88, 0.999322, 0.989827
89, 0.999415, 0.988587
90, 0.999431, 0.989603
91, 0.999258, 0.988797
92, 0.998947, 0.982773
93, 0.998744, 0.977247
94, 0.9985, 0.972247
95, 0.998204, 0.96823
96, 0.997906, 0.964777
97, 0.997388, 0.964591
98, 0.996657, 0.963632
99, 0.995989, 0.96847
100, 0.995629, 0.969199
101, 0.995382, 0.970737
102, 0.995388, 0.971367
103, 0.995468, 0.97081
104, 0.995738, 0.971317
105, 0.996803, 0.974561
106, 0.997658, 0.978031
107, 0.99795, 0.976656
108, 0.998379, 0.978481
109, 0.998633, 0.978566
110, 0.998921, 0.981575
111, 0.999077, 0.984942
112, 0.999172, 0.986131
113, 0.999072, 0.985577
114, 0.99904, 0.986332
115, 0.99897, 0.984333
116, 0.998949, 0.983789
117, 0.999015, 0.985753
118, 0.999027, 0.987538
119, 0.999041, 0.98759
120, 0.998986, 0.987327
121, 0.998953, 0.985804
122, 0.998902, 0.985421
123, 0.998932, 0.985792
124, 0.998937, 0.987553
125, 0.998903, 0.988689
126, 0.99889, 0.988591
127, 0.998847, 0.988538
128, 0.99878, 0.988291
129, 0.998749, 0.988703
130, 0.99868, 0.989155
131, 0.998668, 0.989405
132, 0.998709, 0.98989
133, 0.998863, 0.991021
134, 0.998964, 0.991607
135, 0.999118, 0.993452
136, 0.999148, 0.993413
137, 0.999162, 0.993127
138, 0.999186, 0.992089
139, 0.999228, 0.991459
140, 0.999229, 0.989162
141, 0.999301, 0.99108
142, 0.999356, 0.991261
143, 0.999377, 0.99129
144, 0.999302, 0.989304
145, 0.998999, 0.987265
146, 0.99878, 0.98406
147, 0.998848, 0.986641
148, 0.998989, 0.988756
149, 0.99911, 0.989019
150, 0.999287, 0.990752
151, 0.999493, 0.992292
152, 0.999581, 0.991755
153, 0.999619, 0.991339
154, 0.999635, 0.991333
155, 0.999658, 0.991322
156, 0.99967, 0.991665
157, 0.999672, 0.992595
158, 0.999689, 0.991723
159, 0.999713, 0.991508
160, 0.999723, 0.991609
161, 0.999717, 0.991304
162, 0.999754, 0.992308
163, 0.999818, 0.993875
164, 0.999812, 0.993898
165, 0.999832, 0.994817
166, 0.999823, 0.995917
167, 0.999731, 0.994242
168, 0.999608, 0.993341
169, 0.999401, 0.991056
170, 0.999197, 0.988767
171, 0.999104, 0.985731
172, 0.999074, 0.984294
173, 0.999077, 0.982754
174, 0.999105, 0.983807
175, 0.999028, 0.982585
176, 0.998948, 0.983313
177, 0.998943, 0.984763
178, 0.999002, 0.987069
179, 0.999083, 0.988473
180, 0.999146, 0.989984
181, 0.999259, 0.991544
182, 0.999392, 0.992661
183, 0.999593, 0.993536
184, 0.99976, 0.996306
185, 0.999771, 0.994371
186, 0.999639, 0.991396
187, 0.999513, 0.98945
188, 0.999371, 0.987767
189, 0.999297, 0.986865
190, 0.999212, 0.985498
191, 0.99914, 0.983554
192, 0.999125, 0.983598
193, 0.999138, 0.983186
194, 0.99916, 0.98339
195, 0.999196, 0.984081
196, 0.999168, 0.983983
197, 0.999216, 0.984743
198, 0.999289, 0.986235
199, 0.999292, 0.986417
200, 0.999252, 0.985787
201, 0.999233, 0.986151
202, 0.999205, 0.986259
203, 0.999226, 0.986783
204, 0.99925, 0.98769
205, 0.999285, 0.987777
206, 0.999255, 0.988073
207, 0.999256, 0.987737
208, 0.999371, 0.989022
209, 0.999394, 0.989027
210, 0.999304, 0.988199
211, 0.999094, 0.985167
212, 0.998755, 0.979428
213, 0.998352, 0.974476
214, 0.998079, 0.974584
215, 0.997866, 0.974648
216, 0.997529, 0.973957
217, 0.997244, 0.973466
218, 0.997116, 0.97445
219, 0.997122, 0.975457
220, 0.997142, 0.975982
221, 0.997247, 0.976974
222, 0.997312, 0.977784
223, 0.997399, 0.978233
224, 0.997362, 0.978065
225, 0.997592, 0.97839
226, 0.997917, 0.9795
227, 0.998072, 0.97887
228, 0.998157, 0.976797
229, 0.998192, 0.977886
230, 0.998291, 0.979486
231, 0.998332, 0.980548
232, 0.998488, 0.981883
233, 0.998586, 0.982593
234, 0.998684, 0.98404
235, 0.998769, 0.984899
236, 0.998932, 0.98705
237, 0.999104, 0.988938
238, 0.999198, 0.990253
239, 0.999282, 0.99171
240, 0.999355, 0.993604
241, 0.999446, 0.99504
242, 0.999505, 0.995146
243, 0.999516, 0.99537
244, 0.999411, 0.993462
245, 0.999419, 0.993416
246, 0.999482, 0.994354
247, 0.999501, 0.994906
248, 0.999511, 0.994557
249, 0.999535, 0.995219
250, 0.999547, 0.995634
251, 0.999479, 0.994857
252, 0.999385, 0.993257
253, 0.999408, 0.993299
254, 0.999398, 0.993871
255, 0.999404, 0.994021
256, 0.99939, 0.993303
257, 0.999345, 0.993259
