index, AvgSSIM, MinSSIM
0, 0.998096, 0.99167
1, 0.994301, 0.977857
2, 0.991072, 0.965869
3, 0.989175, 0.957309
4, 0.988278, 0.955607
5, 0.987663, 0.95119
6, 0.987257, 0.947118
7, 0.987069, 0.944993
8, 0.98682, 0.945655
9, 0.986566, 0.944943
10, 0.986351, 0.945108
11, 0.986399, 0.942996
12, 0.986122, 0.941138
13, 0.986232, 0.941344
14, 0.986151, 0.939552
15, 0.985773, 0.936198
16, 0.985396, 0.933049
17, 0.985112, 0.928459
18, 0.984732, 0.927163
19, 0.984331, 0.924884
20, 0.984115, 0.923791
21, 0.984111, 0.926296
22, 0.984389, 0.927204
23, 0.984549, 0.927127
24, 0.984614, 0.927321
25, 0.98442, 0.927846
26, 0.984078, 0.927528
27, 0.983884, 0.928526
28, 0.983479, 0.926278
29, 0.98347, 0.924261
30, 0.983427, 0.922546
31, 0.983557, 0.921552
32, 0.983158, 0.920101
33, 0.982626, 0.921128
34, 0.981853, 0.918667
35, 0.981774, 0.92025
36, 0.982095, 0.923993
37, 0.982478, 0.927948
38, 0.982584, 0.932303
39, 0.982808, 0.935235
40, 0.983236, 0.937665
41, 0.983473, 0.93887
42, 0.983392, 0.938774
43, 0.98356, 0.938365
44, 0.983531, 0.934978
45, 0.983949, 0.928186
46, 0.984236, 0.918113
47, 0.98426, 0.910579
48, 0.98392, 0.908763
49, 0.983841, 0.904188
50, 0.983964, 0.902088
51, 0.984563, 0.900239
52, 0.985108, 0.900568
53, 0.985437, 0.895812
54, 0.985952, 0.89453
55, 0.987157, 0.897619
56, 0.987931, 0.899978
57, 0.988872, 0.907551
58, 0.989575, 0.919082
59, 0.989706, 0.91907
60, 0.989786, 0.921938
61, 0.989588, 0.927345
62, 0.989538, 0.930105
63, 0.989714, 0.93412
64, 0.990095, 0.936298
65, 0.991139, 0.942137
66, 0.991507, 0.945344
67, 0.991662, 0.940941
68, 0.991829, 0.939649
69, 0.99209, 0.938856
70, 0.993134, 0.942779
71, 0.994732, 0.948702
72, 0.996023, 0.95452
73, 0.996812, 0.958561
74, 0.997559, 0.964085
75, 0.998234, 0.97037
76, 0.998631, 0.974211
77, 0.998839, 0.976124
78, 0.999009, 0.977482
79, 0.999193, 0.980513
80, 0.999286, 0.982995
81, 0.999299, 0.984513
82, 0.999209, 0.98391
83, 0.999115, 0.983134
84, 0.998861, 0.980003
85, 0.998623, 0.977447
86, 0.998257, 0.975048
87, 0.99763, 0.97105
88, 0.997216, 0.963723
89, 0.996822, 0.96095
90, 0.996233, 0.961639
91, 0.995508, 0.96206
92, 0.994632, 0.96053
93, 0.994168, 0.95797
94, 0.993718, 0.950504
95, 0.993067, 0.943548
96, 0.99242, 0.937859
97, 0.991401, 0.93716
98, 0.990191, 0.935281
99, 0.98913, 0.943887
100, 0.988582, 0.946379
101, 0.988213, 0.946077
