index, AvgSSIM, MinSSIM
0, 0.997944, 0.982321
1, 0.994388, 0.955217
2, 0.991385, 0.93413
3, 0.989234, 0.920712
4, 0.987988, 0.911955
5, 0.987162, 0.90692
6, 0.986578, 0.90307
7, 0.98643, 0.903522
8, 0.986549, 0.905727
9, 0.98655, 0.907133
10, 0.986418, 0.907732
11, 0.986251, 0.906379
12, 0.986236, 0.904129
13, 0.986319, 0.904474
14, 0.986291, 0.90407
15, 0.986538, 0.905934
16, 0.986827, 0.908618
17, 0.987136, 0.909116
18, 0.986814, 0.906222
19, 0.986905, 0.903333
20, 0.986835, 0.90343
21, 0.986695, 0.902553
22, 0.986174, 0.89507
23, 0.9861, 0.893175
24, 0.986155, 0.892905
25, 0.986265, 0.895334
26, 0.986623, 0.90037
27, 0.986708, 0.904432
28, 0.987356, 0.912096
29, 0.988098, 0.919999
30, 0.988688, 0.926282
31, 0.989208, 0.92978
32, 0.989436, 0.928227
33, 0.989546, 0.925226
34, 0.989254, 0.921643
35, 0.989044, 0.91873
36, 0.988859, 0.917113
37, 0.988487, 0.91145
38, 0.988041, 0.904912
39, 0.987867, 0.901548
40, 0.987671, 0.898897
41, 0.987491, 0.896276
42, 0.98784, 0.89612
43, 0.988323, 0.895815
44, 0.988347, 0.89608
45, 0.988375, 0.896589
46, 0.988641, 0.897148
47, 0.988934, 0.897088
48, 0.988958, 0.894907
49, 0.989029, 0.894007
50, 0.989126, 0.894357
51, 0.988895, 0.891408
52, 0.988992, 0.890844
53, 0.989589, 0.894166
54, 0.990083, 0.896926
55, 0.990289, 0.901341
56, 0.990608, 0.906888
57, 0.990516, 0.910278
58, 0.990424, 0.911687
59, 0.990463, 0.913994
60, 0.990505, 0.914266
61, 0.990613, 0.91549
62, 0.990707, 0.916112
63, 0.990569, 0.915199
64, 0.990739, 0.913303
65, 0.99053, 0.912774
66, 0.990342, 0.912719
67, 0.990131, 0.911707
68, 0.98989, 0.912685
69, 0.989713, 0.911318
70, 0.989515, 0.909977
71, 0.989459, 0.908109
72, 0.989737, 0.908901
73, 0.990331, 0.91277
74, 0.990677, 0.915067
75, 0.99078, 0.917018
76, 0.991251, 0.920663
77, 0.991277, 0.921106
78, 0.990928, 0.922448
79, 0.99073, 0.925793
80, 0.990812, 0.928959
81, 0.99101, 0.935929
82, 0.99139, 0.939279
83, 0.99248, 0.944075
84, 0.993262, 0.948736
85, 0.993753, 0.949679
86, 0.993711, 0.946774
87, 0.993522, 0.94416
88, 0.993157, 0.942475
89, 0.992892, 0.93896
90, 0.992568, 0.937673
91, 0.992452, 0.938517
92, 0.992469, 0.937846
93, 0.992929, 0.938916
94, 0.993343, 0.938484
95, 0.993806, 0.939157
96, 0.994106, 0.93834
97, 0.994437, 0.939652
98, 0.994597, 0.941034
99, 0.994625, 0.942126
100, 0.994607, 0.942437
101, 0.994654, 0.943943
102, 0.99481, 0.944986
103, 0.994794, 0.944797
104, 0.994872, 0.946255
105, 0.995007, 0.948838
106, 0.995072, 0.947726
107, 0.994887, 0.945535
108, 0.994652, 0.944913
109, 0.9945, 0.946371
110, 0.9945, 0.948769
111, 0.994674, 0.952864
112, 0.99487, 0.955841
113, 0.994858, 0.958528
114, 0.994857, 0.960874
115, 0.995134, 0.964412
116, 0.995164, 0.963222
117, 0.995037, 0.96078
118, 0.99493, 0.957863
119, 0.99487, 0.954765
120, 0.994668, 0.951252
121, 0.994611, 0.949916
122, 0.994194, 0.948234
123, 0.993786, 0.947877
124, 0.993409, 0.946301
125, 0.99304, 0.940443
126, 0.992682, 0.935637
127, 0.992359, 0.934157
128, 0.99215, 0.932363
129, 0.992009, 0.929132
130, 0.991989, 0.92973
131, 0.991887, 0.934665
132, 0.991898, 0.934757
133, 0.991891, 0.936353
134, 0.992123, 0.937896
135, 0.992415, 0.941248
136, 0.992609, 0.943865
137, 0.992859, 0.944009
138, 0.992853, 0.942538
139, 0.992821, 0.94197
140, 0.992954, 0.943704
141, 0.993171, 0.945521
142, 0.993419, 0.945201
143, 0.993563, 0.946747
144, 0.993543, 0.948743
145, 0.993625, 0.94951
146, 0.993758, 0.948993
147, 0.993829, 0.94875
148, 0.993866, 0.947827
149, 0.994099, 0.950506
150, 0.994427, 0.952072
151, 0.99459, 0.955231
152, 0.994654, 0.956603
153, 0.994754, 0.957182
154, 0.994924, 0.957561
155, 0.994896, 0.956269
156, 0.994638, 0.952729
157, 0.994475, 0.952095
158, 0.994262, 0.948513
159, 0.99432, 0.946429
160, 0.994369, 0.944477
161, 0.994366, 0.942199
162, 0.994282, 0.939925
163, 0.994404, 0.938985
164, 0.994336, 0.938504
165, 0.99441, 0.939235
166, 0.994396, 0.938636
167, 0.994459, 0.939512
168, 0.994535, 0.940954
169, 0.994514, 0.940809
170, 0.994465, 0.939899
171, 0.994385, 0.940078
172, 0.994297, 0.9402
173, 0.994287, 0.939956
174, 0.994251, 0.938366
175, 0.99406, 0.936313
176, 0.993692, 0.934277
177, 0.993363, 0.931918
178, 0.993142, 0.930788
179, 0.992953, 0.930547
180, 0.992845, 0.93027
181, 0.992842, 0.931155
182, 0.992811, 0.932124
183, 0.992725, 0.93272
184, 0.992738, 0.934033
185, 0.992786, 0.935135
186, 0.99281, 0.935038
187, 0.992932, 0.935487
188, 0.993013, 0.936155
189, 0.992935, 0.935858
190, 0.992775, 0.934937
191, 0.992757, 0.934912
192, 0.992684, 0.934114
193, 0.992659, 0.934747
194, 0.992643, 0.934747
195, 0.99266, 0.934703
196, 0.992759, 0.935709
197, 0.992921, 0.937539
198, 0.993097, 0.939594
199, 0.993186, 0.940309
200, 0.993199, 0.939922
201, 0.993198, 0.939584
202, 0.993193, 0.939514
203, 0.99318, 0.940325
204, 0.993075, 0.939752
205, 0.992913, 0.939028
206, 0.992856, 0.93809
207, 0.992743, 0.937314
208, 0.992662, 0.936645
209, 0.992706, 0.935806
210, 0.992788, 0.936561
211, 0.992803, 0.937193
212, 0.992649, 0.936658
213, 0.992646, 0.936268
214, 0.992567, 0.934924
215, 0.992433, 0.93444
216, 0.992301, 0.932502
217, 0.992429, 0.932122
218, 0.9925, 0.933224
219, 0.99255, 0.934236
220, 0.992706, 0.936522
221, 0.992919, 0.939112
222, 0.992993, 0.941191
223, 0.993096, 0.942139
224, 0.993175, 0.942819
225, 0.993114, 0.942428
226, 0.992949, 0.940791
227, 0.992639, 0.938486
228, 0.992492, 0.937157
229, 0.992143, 0.934978
230, 0.991732, 0.934119
231, 0.991534, 0.931997
232, 0.991146, 0.930397
233, 0.991108, 0.929486
234, 0.990893, 0.927561
235, 0.991038, 0.927128
236, 0.991658, 0.929169
237, 0.991854, 0.929749
238, 0.991982, 0.930335
239, 0.99214, 0.932121
240, 0.992427, 0.935733
241, 0.9927, 0.9389
242, 0.992749, 0.93945
243, 0.992816, 0.939347
244, 0.992845, 0.93944
245, 0.992996, 0.940673
246, 0.993032, 0.940019
247, 0.993118, 0.940062
248, 0.992971, 0.936785
249, 0.992861, 0.932409
250, 0.992953, 0.931189
251, 0.993195, 0.934184
252, 0.993299, 0.936158
253, 0.99334, 0.937411
254, 0.993214, 0.938744
255, 0.99311, 0.938986
256, 0.992858, 0.937432
257, 0.992432, 0.936856
258, 0.992248, 0.93767
259, 0.99188, 0.938015
260, 0.991527, 0.938323
261, 0.991441, 0.937707
262, 0.991632, 0.938726
263, 0.991758, 0.940336
264, 0.991683, 0.942071
265, 0.991443, 0.943734
266, 0.991054, 0.94439
267, 0.990658, 0.941408
268, 0.990527, 0.940798
269, 0.990385, 0.94052
270, 0.990143, 0.940988
271, 0.990153, 0.942543
272, 0.990019, 0.942384
273, 0.990001, 0.938676
274, 0.989927, 0.932976
275, 0.989746, 0.928815
276, 0.989437, 0.92818
277, 0.989144, 0.928671
278, 0.988866, 0.928274
279, 0.98864, 0.929456
280, 0.988271, 0.930392
281, 0.987827, 0.92722
282, 0.987928, 0.928215
283, 0.988387, 0.929607
284, 0.988592, 0.928645
285, 0.988738, 0.925329
286, 0.988702, 0.922785
287, 0.988872, 0.923194
288, 0.989464, 0.926998
289, 0.990045, 0.929389
290, 0.990468, 0.935243
291, 0.990648, 0.938371
292, 0.990532, 0.938597
293, 0.990674, 0.936804
294, 0.990889, 0.93599
295, 0.991142, 0.937331
