index, AvgSSIM, MinSSIM
0, 0.998415, 0.984784
1, 0.996399, 0.962598
2, 0.995189, 0.946914
3, 0.994569, 0.938819
4, 0.994624, 0.937299
5, 0.994829, 0.937907
6, 0.995045, 0.939036
7, 0.995389, 0.942619
8, 0.995788, 0.946345
9, 0.996016, 0.946451
10, 0.996153, 0.948239
11, 0.996251, 0.951253
12, 0.996344, 0.953054
13, 0.996489, 0.954096
14, 0.996504, 0.951733
15, 0.996744, 0.95068
16, 0.996996, 0.954612
17, 0.997248, 0.956598
18, 0.997138, 0.956233
19, 0.997148, 0.959816
20, 0.997079, 0.961759
21, 0.997005, 0.962017
22, 0.996772, 0.966642
23, 0.99672, 0.963635
24, 0.996797, 0.963638
25, 0.996941, 0.963487
26, 0.997134, 0.965701
27, 0.99737, 0.968602
28, 0.99779, 0.974917
29, 0.998228, 0.976595
30, 0.998447, 0.978245
31, 0.998659, 0.979827
32, 0.998803, 0.980569
33, 0.998977, 0.979465
34, 0.999086, 0.980829
35, 0.999148, 0.982839
36, 0.999187, 0.981921
37, 0.999126, 0.981434
38, 0.999001, 0.980411
39, 0.998958, 0.982457
40, 0.998893, 0.981668
41, 0.998824, 0.982491
42, 0.998868, 0.981918
43, 0.99895, 0.978052
44, 0.99885, 0.973133
45, 0.99875, 0.971113
46, 0.99879, 0.973559
47, 0.998873, 0.975015
48, 0.998893, 0.974463
49, 0.998987, 0.97678
50, 0.999074, 0.97849
51, 0.999281, 0.978928
52, 0.999474, 0.985095
53, 0.99964, 0.986024
54, 0.999697, 0.986015
55, 0.999692, 0.987434
56, 0.99967, 0.987105
57, 0.999652, 0.987024
58, 0.999625, 0.987015
59, 0.999609, 0.986899
60, 0.999556, 0.987312
61, 0.999522, 0.985703
62, 0.999466, 0.984671
63, 0.99941, 0.983946
64, 0.999387, 0.982407
65, 0.999363, 0.981792
66, 0.999379, 0.982912
67, 0.999447, 0.984246
68, 0.999533, 0.988252
69, 0.999517, 0.98726
70, 0.999539, 0.986739
71, 0.999557, 0.986948
72, 0.999576, 0.985678
73, 0.999599, 0.985114
74, 0.999577, 0.984204
75, 0.999575, 0.984751
76, 0.999559, 0.985613
77, 0.99955, 0.985289
78, 0.99954, 0.985296
79, 0.999598, 0.98426
80, 0.999627, 0.98169
81, 0.999601, 0.979569
82, 0.999586, 0.980191
83, 0.999546, 0.982867
84, 0.999546, 0.98294
85, 0.999561, 0.984008
86, 0.999685, 0.989486
87, 0.999649, 0.988728
88, 0.999542, 0.987519
89, 0.99947, 0.983033
90, 0.999403, 0.980232
91, 0.999351, 0.979322
92, 0.999372, 0.9774
93, 0.999336, 0.975618
94, 0.999171, 0.973793
95, 0.999028, 0.97418
96, 0.998869, 0.971853
97, 0.998628, 0.969416
98, 0.998366, 0.967432
99, 0.998058, 0.964916
100, 0.99796, 0.962968
101, 0.99784, 0.960448
102, 0.997812, 0.95865
103, 0.997678, 0.956966
104, 0.997671, 0.955987
105, 0.997961, 0.954318
106, 0.998496, 0.952613
107, 0.999024, 0.951423
108, 0.999302, 0.952219
109, 0.999458, 0.951328
110, 0.9995, 0.949582
111, 0.999521, 0.947158
112, 0.999528, 0.945218
113, 0.999493, 0.944226
114, 0.999412, 0.944923
115, 0.999338, 0.94583
116, 0.999361, 0.950569
117, 0.999392, 0.953609
118, 0.999446, 0.956167
119, 0.999444, 0.956454
120, 0.999465, 0.955754
121, 0.999472, 0.95609
122, 0.999469, 0.957687
123, 0.99944, 0.960297
124, 0.999402, 0.962686
125, 0.999418, 0.9659
126, 0.999405, 0.968979
127, 0.999339, 0.969705
128, 0.999302, 0.968951
129, 0.99931, 0.968861
130, 0.999323, 0.964924
131, 0.999338, 0.967419
132, 0.999333, 0.967588
133, 0.999319, 0.969045
134, 0.999327, 0.966866
135, 0.99931, 0.963497
136, 0.99931, 0.961439
137, 0.999319, 0.961489
138, 0.99933, 0.962721
139, 0.999342, 0.964939
140, 0.999408, 0.966826
141, 0.999456, 0.965568
142, 0.999456, 0.964576
143, 0.99941, 0.963597
144, 0.999412, 0.963562
145, 0.99936, 0.962586
146, 0.999354, 0.963095
147, 0.999374, 0.963834
148, 0.999378, 0.964333
149, 0.999385, 0.963956
150, 0.999424, 0.963835
151, 0.999452, 0.962873
152, 0.999457, 0.959613
153, 0.999466, 0.96177
154, 0.999474, 0.96324
155, 0.99951, 0.965298
156, 0.999562, 0.966304
157, 0.999565, 0.968924
158, 0.999542, 0.971845
159, 0.999533, 0.975706
160, 0.999506, 0.976095
161, 0.999471, 0.970674
162, 0.999422, 0.969601
163, 0.999374, 0.967037
164, 0.999364, 0.966301
165, 0.999373, 0.965249
166, 0.999369, 0.963791
167, 0.999339, 0.960339
168, 0.999316, 0.960972
169, 0.999326, 0.962772
170, 0.999358, 0.967089
171, 0.999389, 0.968435
172, 0.999408, 0.969727
173, 0.999417, 0.968881
174, 0.999376, 0.967751
175, 0.999332, 0.967023
176, 0.999295, 0.965949
177, 0.999242, 0.96743
178, 0.999236, 0.969406
179, 0.999175, 0.974313
180, 0.999154, 0.974972
181, 0.999056, 0.975228
182, 0.998943, 0.975893
183, 0.998879, 0.976782
184, 0.998899, 0.978661
185, 0.998937, 0.981013
186, 0.998931, 0.981543
187, 0.998945, 0.981323
188, 0.998981, 0.980332
189, 0.999022, 0.980852
190, 0.999007, 0.980839
191, 0.999023, 0.981063
192, 0.999055, 0.979361
193, 0.999062, 0.977601
194, 0.999087, 0.97756
195, 0.999105, 0.977365
196, 0.999102, 0.97699
197, 0.999092, 0.975182
198, 0.999121, 0.974856
199, 0.999161, 0.971382
200, 0.999245, 0.974239
201, 0.999304, 0.977745
202, 0.999352, 0.978751
203, 0.999372, 0.979766
204, 0.999329, 0.97971
205, 0.999259, 0.978391
206, 0.999198, 0.975811
207, 0.999113, 0.972557
208, 0.999065, 0.970675
209, 0.999108, 0.971051
210, 0.99907, 0.972594
211, 0.99898, 0.973868
212, 0.998867, 0.973934
213, 0.998827, 0.975298
214, 0.998882, 0.977982
215, 0.998898, 0.977737
216, 0.998914, 0.977908
217, 0.998993, 0.97809
218, 0.999015, 0.976714
219, 0.999071, 0.976669
220, 0.999181, 0.979178
221, 0.999302, 0.982063
222, 0.999361, 0.98301
223, 0.999424, 0.981255
224, 0.999443, 0.981116
225, 0.999457, 0.980916
226, 0.999427, 0.979961
227, 0.999327, 0.980143
228, 0.999261, 0.979075
229, 0.999082, 0.978684
230, 0.998899, 0.979278
231, 0.998829, 0.979885
232, 0.998644, 0.980065
233, 0.998614, 0.979697
234, 0.998516, 0.979625
235, 0.998607, 0.979853
236, 0.998919, 0.980616
237, 0.999025, 0.981234
238, 0.999105, 0.98199
239, 0.999187, 0.982716
240, 0.999239, 0.98311
241, 0.999305, 0.983416
242, 0.999343, 0.983468
243, 0.999389, 0.983025
244, 0.999412, 0.982753
245, 0.999449, 0.982677
246, 0.999491, 0.982868
247, 0.999535, 0.982121
248, 0.999543, 0.981141
249, 0.999551, 0.980815
250, 0.999571, 0.97995
251, 0.999593, 0.97946
252, 0.999578, 0.978895
253, 0.999582, 0.979657
254, 0.999552, 0.980254
255, 0.999504, 0.979029
256, 0.999432, 0.977579
257, 0.999286, 0.976005
258, 0.999193, 0.974793
259, 0.999068, 0.975724
260, 0.998957, 0.977731
261, 0.998936, 0.977431
262, 0.998994, 0.976972
263, 0.999022, 0.976962
264, 0.998969, 0.978225
265, 0.998834, 0.977276
266, 0.998645, 0.977286
267, 0.998473, 0.978135
268, 0.998419, 0.978553
269, 0.998325, 0.977878
270, 0.998149, 0.976589
271, 0.99812, 0.975754
272, 0.998079, 0.975048
273, 0.998119, 0.975298
274, 0.998156, 0.974232
275, 0.998158, 0.975966
276, 0.998097, 0.976025
277, 0.998, 0.97669
278, 0.997871, 0.977287
279, 0.997819, 0.976859
280, 0.997704, 0.977591
281, 0.997526, 0.977902
282, 0.997629, 0.978414
283, 0.997939, 0.979746
284, 0.998093, 0.982001
285, 0.998194, 0.982575
286, 0.998203, 0.983687
287, 0.998281, 0.981716
288, 0.998514, 0.979523
289, 0.998738, 0.981893
290, 0.998866, 0.98269
291, 0.998942, 0.982567
292, 0.998913, 0.982376
293, 0.998956, 0.980361
294, 0.999025, 0.980973
295, 0.999082, 0.979235
296, 0.999122, 0.977715
297, 0.999145, 0.976581
298, 0.999208, 0.976924
299, 0.999267, 0.977079
300, 0.999249, 0.97889
301, 0.999213, 0.982929
302, 0.999217, 0.986015
303, 0.999177, 0.987105
304, 0.998986, 0.985138
305, 0.998851, 0.982877
306, 0.99861, 0.979926
307, 0.998242, 0.977161
308, 0.997958, 0.974139
309, 0.997742, 0.968902
310, 0.997629, 0.963359
311, 0.997555, 0.962619
312, 0.997537, 0.96415
313, 0.997504, 0.967018
314, 0.997388, 0.967675
315, 0.997256, 0.962479
316, 0.997246, 0.95853
317, 0.997233, 0.956373
318, 0.997164, 0.958382
319, 0.996993, 0.964324
320, 0.996816, 0.966215
321, 0.99671, 0.9631
322, 0.996694, 0.964267
323, 0.996732, 0.962759
324, 0.996781, 0.963131
325, 0.996951, 0.964755
326, 0.99715, 0.966873
327, 0.997228, 0.967659
328, 0.997294, 0.967122
329, 0.997342, 0.96583
330, 0.997455, 0.967894
331, 0.997471, 0.967936
332, 0.997552, 0.967907
333, 0.997676, 0.967179
334, 0.997754, 0.965801
335, 0.997832, 0.964215
336, 0.99784, 0.962893
337, 0.997804, 0.962116
338, 0.997783, 0.963588
339, 0.997855, 0.965911
340, 0.997956, 0.968212
341, 0.998021, 0.970178
342, 0.998008, 0.970889
343, 0.998024, 0.971203
344, 0.998158, 0.974168
345, 0.998206, 0.975219
346, 0.998188, 0.974267
347, 0.998217, 0.973167
348, 0.99826, 0.972776
349, 0.998241, 0.971001
350, 0.998307, 0.972425
351, 0.998362, 0.973878
352, 0.998398, 0.97246
353, 0.998509, 0.971619
354, 0.998643, 0.970266
355, 0.998669, 0.969266
356, 0.998712, 0.96829
357, 0.998748, 0.970232
358, 0.998737, 0.970565
359, 0.998752, 0.970457
360, 0.998771, 0.970961
361, 0.998839, 0.974266
362, 0.999183, 0.977644
363, 0.999449, 0.979999
364, 0.999621, 0.979721
365, 0.99966, 0.981019
366, 0.999588, 0.981259
367, 0.999431, 0.984151
368, 0.999348, 0.98413
369, 0.999297, 0.982902
370, 0.99923, 0.981854
371, 0.999199, 0.981584
372, 0.999205, 0.981743
373, 0.999223, 0.981615
374, 0.999194, 0.981696
375, 0.999147, 0.981274
376, 0.999186, 0.981116
377, 0.99926, 0.980328
378, 0.999212, 0.980738
379, 0.999307, 0.9803
380, 0.99941, 0.97956
381, 0.999408, 0.980482
382, 0.999402, 0.98221
383, 0.999469, 0.9831
384, 0.99951, 0.984439
385, 0.999495, 0.98011
386, 0.999448, 0.973899
387, 0.999458, 0.96794
388, 0.999476, 0.965669
389, 0.999489, 0.970692
390, 0.999519, 0.981113
391, 0.999541, 0.985708
392, 0.999535, 0.988116
393, 0.999461, 0.987662
394, 0.999332, 0.987481
395, 0.999254, 0.985659
396, 0.999235, 0.983084
397, 0.999199, 0.981739
398, 0.999231, 0.979028
